order_id,customer_id,product_id,quantity,price,order_date,id,name,username,email,phone,website,street,suite,city,zipcode,geo_lat,geo_lng,catchPhrase,bs,temperature,weather_conditions
3228,8,25,4,81.38,2022-09-20,8,Abernathy Group,Maxime_Nienow,Sherwood@rosamond.me,586.493.6943 x140,jacynthe.com,Ellsworth Summit,Suite 729,Aliyaview,45169,-14.3990,-120.7677,Implemented secondary concept,e-enable extensible e-tailers,26.05,clear sky
2363,3,30,5,20.69,2023-04-28,3,Romaguera-Jacobson,Samantha,Nathan@yesenia.net,1-463-123-4447,ramiro.info,Douglas Extension,Suite 847,McKenziehaven,59590-4157,-68.6102,-47.0653,Face to face bifurcated interface,e-enable strategic applications,-6.47,few clouds
8078,6,34,3,56.94,2023-02-23,6,Considine-Lockman,Leopoldo_Corkery,Karley_Dach@jasper.info,1-477-935-8478 x6430,ola.org,Norberto Crossing,Apt. 950,South Christy,23505-1337,-71.4197,71.7478,Synchronised bottom-line interface,e-enable innovative applications,-6.22,overcast clouds
3720,10,48,7,84.4,2022-06-18,10,Hoeger LLC,Moriah.Stanton,Rey.Padberg@karina.biz,024-648-3804,ambrose.net,Kattie Turnpike,Suite 198,Lebsackbury,31428-2261,-38.2386,57.2232,Centralized empowering task-force,target end-to-end models,18.36,overcast clouds
2060,3,31,9,13.09,2022-09-01,3,Romaguera-Jacobson,Samantha,Nathan@yesenia.net,1-463-123-4447,ramiro.info,Douglas Extension,Suite 847,McKenziehaven,59590-4157,-68.6102,-47.0653,Face to face bifurcated interface,e-enable strategic applications,-6.47,few clouds
1993,3,19,4,59.11,2022-12-03,3,Romaguera-Jacobson,Samantha,Nathan@yesenia.net,1-463-123-4447,ramiro.info,Douglas Extension,Suite 847,McKenziehaven,59590-4157,-68.6102,-47.0653,Face to face bifurcated interface,e-enable strategic applications,-6.47,few clouds
2114,7,11,3,97.24,2022-08-15,7,Johns Group,Elwyn.Skiles,Telly.Hoeger@billy.biz,210.067.6132,elvis.io,Rex Trail,Suite 280,Howemouth,58804-1099,24.8918,21.8984,Configurable multimedia task-force,generate enterprise e-tailers,17.83,clear sky
8337,9,27,8,41.83,2022-11-04,9,Yost and Sons,Delphine,Chaim_McDermott@dana.io,(775)976-6794 x41206,conrad.com,Dayna Park,Suite 449,Bartholomebury,76495-3109,24.6463,-168.8889,Switchable contextually-based project,aggregate real-time technologies,22.09,clear sky
7231,1,38,7,95.54,2023-05-31,1,Romaguera-Crona,Bret,Sincere@april.biz,1-770-736-8031 x56442,hildegard.org,Kulas Light,Apt. 556,Gwenborough,92998-3874,-37.3159,81.1496,Multi-layered client-server neural-net,harness real-time e-markets,17.14,clear sky
2741,4,11,7,71.26,2022-10-23,4,Robel-Corkery,Karianne,Julianne.OConner@kory.org,493-170-9623 x156,kale.biz,Hoeger Mall,Apt. 692,South Elvis,53919-4257,29.4572,-164.2990,Multi-tiered zero tolerance productivity,transition cutting-edge web services,17.82,overcast clouds
9362,4,38,7,18.92,2023-04-01,4,Robel-Corkery,Karianne,Julianne.OConner@kory.org,493-170-9623 x156,kale.biz,Hoeger Mall,Apt. 692,South Elvis,53919-4257,29.4572,-164.2990,Multi-tiered zero tolerance productivity,transition cutting-edge web services,17.82,overcast clouds
1131,5,28,10,87.52,2022-07-02,5,Keebler LLC,Kamren,Lucio_Hettinger@annie.ca,(254)954-1289,demarco.info,Skiles Walks,Suite 351,Roscoeview,33263,-31.8129,62.5342,User-centric fault-tolerant solution,revolutionize end-to-end systems,19.77,overcast clouds
7106,10,12,5,87.79,2022-11-23,10,Hoeger LLC,Moriah.Stanton,Rey.Padberg@karina.biz,024-648-3804,ambrose.net,Kattie Turnpike,Suite 198,Lebsackbury,31428-2261,-38.2386,57.2232,Centralized empowering task-force,target end-to-end models,18.36,overcast clouds
7370,8,23,3,31.98,2022-11-01,8,Abernathy Group,Maxime_Nienow,Sherwood@rosamond.me,586.493.6943 x140,jacynthe.com,Ellsworth Summit,Suite 729,Aliyaview,45169,-14.3990,-120.7677,Implemented secondary concept,e-enable extensible e-tailers,26.05,clear sky
8994,1,41,2,94.41,2022-07-13,1,Romaguera-Crona,Bret,Sincere@april.biz,1-770-736-8031 x56442,hildegard.org,Kulas Light,Apt. 556,Gwenborough,92998-3874,-37.3159,81.1496,Multi-layered client-server neural-net,harness real-time e-markets,17.14,clear sky
7396,4,36,4,11.7,2023-05-08,4,Robel-Corkery,Karianne,Julianne.OConner@kory.org,493-170-9623 x156,kale.biz,Hoeger Mall,Apt. 692,South Elvis,53919-4257,29.4572,-164.2990,Multi-tiered zero tolerance productivity,transition cutting-edge web services,17.82,overcast clouds
5994,8,26,1,25.63,2022-07-17,8,Abernathy Group,Maxime_Nienow,Sherwood@rosamond.me,586.493.6943 x140,jacynthe.com,Ellsworth Summit,Suite 729,Aliyaview,45169,-14.3990,-120.7677,Implemented secondary concept,e-enable extensible e-tailers,26.05,clear sky
9841,10,23,5,35.88,2022-11-29,10,Hoeger LLC,Moriah.Stanton,Rey.Padberg@karina.biz,024-648-3804,ambrose.net,Kattie Turnpike,Suite 198,Lebsackbury,31428-2261,-38.2386,57.2232,Centralized empowering task-force,target end-to-end models,18.36,overcast clouds
6998,5,23,4,84.19,2023-02-15,5,Keebler LLC,Kamren,Lucio_Hettinger@annie.ca,(254)954-1289,demarco.info,Skiles Walks,Suite 351,Roscoeview,33263,-31.8129,62.5342,User-centric fault-tolerant solution,revolutionize end-to-end systems,19.77,overcast clouds
9481,9,8,10,97.99,2022-06-04,9,Yost and Sons,Delphine,Chaim_McDermott@dana.io,(775)976-6794 x41206,conrad.com,Dayna Park,Suite 449,Bartholomebury,76495-3109,24.6463,-168.8889,Switchable contextually-based project,aggregate real-time technologies,22.09,clear sky
2278,4,10,4,68.22,2023-05-06,4,Robel-Corkery,Karianne,Julianne.OConner@kory.org,493-170-9623 x156,kale.biz,Hoeger Mall,Apt. 692,South Elvis,53919-4257,29.4572,-164.2990,Multi-tiered zero tolerance productivity,transition cutting-edge web services,17.82,overcast clouds
3195,7,4,10,21.62,2022-07-28,7,Johns Group,Elwyn.Skiles,Telly.Hoeger@billy.biz,210.067.6132,elvis.io,Rex Trail,Suite 280,Howemouth,58804-1099,24.8918,21.8984,Configurable multimedia task-force,generate enterprise e-tailers,17.83,clear sky
2467,8,3,2,40.79,2023-03-16,8,Abernathy Group,Maxime_Nienow,Sherwood@rosamond.me,586.493.6943 x140,jacynthe.com,Ellsworth Summit,Suite 729,Aliyaview,45169,-14.3990,-120.7677,Implemented secondary concept,e-enable extensible e-tailers,26.05,clear sky
1664,10,29,8,30.38,2023-02-13,10,Hoeger LLC,Moriah.Stanton,Rey.Padberg@karina.biz,024-648-3804,ambrose.net,Kattie Turnpike,Suite 198,Lebsackbury,31428-2261,-38.2386,57.2232,Centralized empowering task-force,target end-to-end models,18.36,overcast clouds
3438,2,37,7,37.78,2022-09-10,2,Deckow-Crist,Antonette,Shanna@melissa.tv,010-692-6593 x09125,anastasia.net,Victor Plains,Suite 879,Wisokyburgh,90566-7771,-43.9509,-34.4618,Proactive didactic contingency,synergize scalable supply-chains,14.71,overcast clouds
6495,2,29,5,81.89,2023-02-26,2,Deckow-Crist,Antonette,Shanna@melissa.tv,010-692-6593 x09125,anastasia.net,Victor Plains,Suite 879,Wisokyburgh,90566-7771,-43.9509,-34.4618,Proactive didactic contingency,synergize scalable supply-chains,14.71,overcast clouds
2870,2,1,6,53.66,2023-02-06,2,Deckow-Crist,Antonette,Shanna@melissa.tv,010-692-6593 x09125,anastasia.net,Victor Plains,Suite 879,Wisokyburgh,90566-7771,-43.9509,-34.4618,Proactive didactic contingency,synergize scalable supply-chains,14.71,overcast clouds
7029,9,29,3,68.48,2022-10-28,9,Yost and Sons,Delphine,Chaim_McDermott@dana.io,(775)976-6794 x41206,conrad.com,Dayna Park,Suite 449,Bartholomebury,76495-3109,24.6463,-168.8889,Switchable contextually-based project,aggregate real-time technologies,22.09,clear sky
6946,5,47,9,53.75,2023-02-11,5,Keebler LLC,Kamren,Lucio_Hettinger@annie.ca,(254)954-1289,demarco.info,Skiles Walks,Suite 351,Roscoeview,33263,-31.8129,62.5342,User-centric fault-tolerant solution,revolutionize end-to-end systems,19.77,overcast clouds
4032,10,1,2,18.63,2023-05-24,10,Hoeger LLC,Moriah.Stanton,Rey.Padberg@karina.biz,024-648-3804,ambrose.net,Kattie Turnpike,Suite 198,Lebsackbury,31428-2261,-38.2386,57.2232,Centralized empowering task-force,target end-to-end models,18.36,overcast clouds
4769,8,20,10,99.15,2023-04-01,8,Abernathy Group,Maxime_Nienow,Sherwood@rosamond.me,586.493.6943 x140,jacynthe.com,Ellsworth Summit,Suite 729,Aliyaview,45169,-14.3990,-120.7677,Implemented secondary concept,e-enable extensible e-tailers,26.05,clear sky
9065,8,1,2,29.32,2023-02-15,8,Abernathy Group,Maxime_Nienow,Sherwood@rosamond.me,586.493.6943 x140,jacynthe.com,Ellsworth Summit,Suite 729,Aliyaview,45169,-14.3990,-120.7677,Implemented secondary concept,e-enable extensible e-tailers,26.05,clear sky
8121,3,19,8,79.58,2022-12-13,3,Romaguera-Jacobson,Samantha,Nathan@yesenia.net,1-463-123-4447,ramiro.info,Douglas Extension,Suite 847,McKenziehaven,59590-4157,-68.6102,-47.0653,Face to face bifurcated interface,e-enable strategic applications,-6.47,few clouds
1509,8,29,9,61.11,2022-10-18,8,Abernathy Group,Maxime_Nienow,Sherwood@rosamond.me,586.493.6943 x140,jacynthe.com,Ellsworth Summit,Suite 729,Aliyaview,45169,-14.3990,-120.7677,Implemented secondary concept,e-enable extensible e-tailers,26.05,clear sky
2036,4,42,9,32.51,2023-03-23,4,Robel-Corkery,Karianne,Julianne.OConner@kory.org,493-170-9623 x156,kale.biz,Hoeger Mall,Apt. 692,South Elvis,53919-4257,29.4572,-164.2990,Multi-tiered zero tolerance productivity,transition cutting-edge web services,17.82,overcast clouds
2254,2,37,7,72.7,2022-09-19,2,Deckow-Crist,Antonette,Shanna@melissa.tv,010-692-6593 x09125,anastasia.net,Victor Plains,Suite 879,Wisokyburgh,90566-7771,-43.9509,-34.4618,Proactive didactic contingency,synergize scalable supply-chains,14.71,overcast clouds
4683,5,33,7,58.24,2022-12-07,5,Keebler LLC,Kamren,Lucio_Hettinger@annie.ca,(254)954-1289,demarco.info,Skiles Walks,Suite 351,Roscoeview,33263,-31.8129,62.5342,User-centric fault-tolerant solution,revolutionize end-to-end systems,19.77,overcast clouds
7902,6,44,10,55.25,2023-04-13,6,Considine-Lockman,Leopoldo_Corkery,Karley_Dach@jasper.info,1-477-935-8478 x6430,ola.org,Norberto Crossing,Apt. 950,South Christy,23505-1337,-71.4197,71.7478,Synchronised bottom-line interface,e-enable innovative applications,-6.22,overcast clouds
4918,4,20,7,76.76,2022-06-12,4,Robel-Corkery,Karianne,Julianne.OConner@kory.org,493-170-9623 x156,kale.biz,Hoeger Mall,Apt. 692,South Elvis,53919-4257,29.4572,-164.2990,Multi-tiered zero tolerance productivity,transition cutting-edge web services,17.82,overcast clouds
2739,8,18,5,63.47,2022-09-17,8,Abernathy Group,Maxime_Nienow,Sherwood@rosamond.me,586.493.6943 x140,jacynthe.com,Ellsworth Summit,Suite 729,Aliyaview,45169,-14.3990,-120.7677,Implemented secondary concept,e-enable extensible e-tailers,26.05,clear sky
4003,9,11,9,90.44,2023-04-06,9,Yost and Sons,Delphine,Chaim_McDermott@dana.io,(775)976-6794 x41206,conrad.com,Dayna Park,Suite 449,Bartholomebury,76495-3109,24.6463,-168.8889,Switchable contextually-based project,aggregate real-time technologies,22.09,clear sky
9071,2,36,9,33.97,2023-04-11,2,Deckow-Crist,Antonette,Shanna@melissa.tv,010-692-6593 x09125,anastasia.net,Victor Plains,Suite 879,Wisokyburgh,90566-7771,-43.9509,-34.4618,Proactive didactic contingency,synergize scalable supply-chains,14.71,overcast clouds
3361,1,26,8,82.75,2023-05-04,1,Romaguera-Crona,Bret,Sincere@april.biz,1-770-736-8031 x56442,hildegard.org,Kulas Light,Apt. 556,Gwenborough,92998-3874,-37.3159,81.1496,Multi-layered client-server neural-net,harness real-time e-markets,17.14,clear sky
9844,3,22,4,91.52,2023-03-28,3,Romaguera-Jacobson,Samantha,Nathan@yesenia.net,1-463-123-4447,ramiro.info,Douglas Extension,Suite 847,McKenziehaven,59590-4157,-68.6102,-47.0653,Face to face bifurcated interface,e-enable strategic applications,-6.47,few clouds
9983,9,8,9,98.42,2022-10-21,9,Yost and Sons,Delphine,Chaim_McDermott@dana.io,(775)976-6794 x41206,conrad.com,Dayna Park,Suite 449,Bartholomebury,76495-3109,24.6463,-168.8889,Switchable contextually-based project,aggregate real-time technologies,22.09,clear sky
6648,6,47,4,41.7,2022-11-05,6,Considine-Lockman,Leopoldo_Corkery,Karley_Dach@jasper.info,1-477-935-8478 x6430,ola.org,Norberto Crossing,Apt. 950,South Christy,23505-1337,-71.4197,71.7478,Synchronised bottom-line interface,e-enable innovative applications,-6.22,overcast clouds
2011,8,22,3,49.88,2023-05-26,8,Abernathy Group,Maxime_Nienow,Sherwood@rosamond.me,586.493.6943 x140,jacynthe.com,Ellsworth Summit,Suite 729,Aliyaview,45169,-14.3990,-120.7677,Implemented secondary concept,e-enable extensible e-tailers,26.05,clear sky
6270,10,36,5,96.07,2022-11-06,10,Hoeger LLC,Moriah.Stanton,Rey.Padberg@karina.biz,024-648-3804,ambrose.net,Kattie Turnpike,Suite 198,Lebsackbury,31428-2261,-38.2386,57.2232,Centralized empowering task-force,target end-to-end models,18.36,overcast clouds
5099,3,11,2,14.38,2022-10-09,3,Romaguera-Jacobson,Samantha,Nathan@yesenia.net,1-463-123-4447,ramiro.info,Douglas Extension,Suite 847,McKenziehaven,59590-4157,-68.6102,-47.0653,Face to face bifurcated interface,e-enable strategic applications,-6.47,few clouds
3578,1,10,3,73.61,2023-04-24,1,Romaguera-Crona,Bret,Sincere@april.biz,1-770-736-8031 x56442,hildegard.org,Kulas Light,Apt. 556,Gwenborough,92998-3874,-37.3159,81.1496,Multi-layered client-server neural-net,harness real-time e-markets,17.14,clear sky
7968,5,47,1,21.08,2023-02-25,5,Keebler LLC,Kamren,Lucio_Hettinger@annie.ca,(254)954-1289,demarco.info,Skiles Walks,Suite 351,Roscoeview,33263,-31.8129,62.5342,User-centric fault-tolerant solution,revolutionize end-to-end systems,19.77,overcast clouds
6437,3,45,7,36.37,2022-12-21,3,Romaguera-Jacobson,Samantha,Nathan@yesenia.net,1-463-123-4447,ramiro.info,Douglas Extension,Suite 847,McKenziehaven,59590-4157,-68.6102,-47.0653,Face to face bifurcated interface,e-enable strategic applications,-6.47,few clouds
4739,3,21,6,25.78,2023-01-29,3,Romaguera-Jacobson,Samantha,Nathan@yesenia.net,1-463-123-4447,ramiro.info,Douglas Extension,Suite 847,McKenziehaven,59590-4157,-68.6102,-47.0653,Face to face bifurcated interface,e-enable strategic applications,-6.47,few clouds
7506,5,22,2,61.08,2023-04-23,5,Keebler LLC,Kamren,Lucio_Hettinger@annie.ca,(254)954-1289,demarco.info,Skiles Walks,Suite 351,Roscoeview,33263,-31.8129,62.5342,User-centric fault-tolerant solution,revolutionize end-to-end systems,19.77,overcast clouds
8312,2,27,9,36.15,2022-08-24,2,Deckow-Crist,Antonette,Shanna@melissa.tv,010-692-6593 x09125,anastasia.net,Victor Plains,Suite 879,Wisokyburgh,90566-7771,-43.9509,-34.4618,Proactive didactic contingency,synergize scalable supply-chains,14.71,overcast clouds
8304,10,24,5,48.25,2022-06-06,10,Hoeger LLC,Moriah.Stanton,Rey.Padberg@karina.biz,024-648-3804,ambrose.net,Kattie Turnpike,Suite 198,Lebsackbury,31428-2261,-38.2386,57.2232,Centralized empowering task-force,target end-to-end models,18.36,overcast clouds
2335,5,34,10,54.98,2023-01-11,5,Keebler LLC,Kamren,Lucio_Hettinger@annie.ca,(254)954-1289,demarco.info,Skiles Walks,Suite 351,Roscoeview,33263,-31.8129,62.5342,User-centric fault-tolerant solution,revolutionize end-to-end systems,19.77,overcast clouds
3585,2,20,5,30.16,2023-05-25,2,Deckow-Crist,Antonette,Shanna@melissa.tv,010-692-6593 x09125,anastasia.net,Victor Plains,Suite 879,Wisokyburgh,90566-7771,-43.9509,-34.4618,Proactive didactic contingency,synergize scalable supply-chains,14.71,overcast clouds
8051,8,20,9,57.28,2023-02-17,8,Abernathy Group,Maxime_Nienow,Sherwood@rosamond.me,586.493.6943 x140,jacynthe.com,Ellsworth Summit,Suite 729,Aliyaview,45169,-14.3990,-120.7677,Implemented secondary concept,e-enable extensible e-tailers,26.05,clear sky
5045,1,25,2,14.48,2022-06-12,1,Romaguera-Crona,Bret,Sincere@april.biz,1-770-736-8031 x56442,hildegard.org,Kulas Light,Apt. 556,Gwenborough,92998-3874,-37.3159,81.1496,Multi-layered client-server neural-net,harness real-time e-markets,17.14,clear sky
1747,6,10,9,34.54,2022-06-23,6,Considine-Lockman,Leopoldo_Corkery,Karley_Dach@jasper.info,1-477-935-8478 x6430,ola.org,Norberto Crossing,Apt. 950,South Christy,23505-1337,-71.4197,71.7478,Synchronised bottom-line interface,e-enable innovative applications,-6.22,overcast clouds
1849,4,39,10,92.11,2023-03-26,4,Robel-Corkery,Karianne,Julianne.OConner@kory.org,493-170-9623 x156,kale.biz,Hoeger Mall,Apt. 692,South Elvis,53919-4257,29.4572,-164.2990,Multi-tiered zero tolerance productivity,transition cutting-edge web services,17.82,overcast clouds
3553,1,4,7,94.45,2022-10-28,1,Romaguera-Crona,Bret,Sincere@april.biz,1-770-736-8031 x56442,hildegard.org,Kulas Light,Apt. 556,Gwenborough,92998-3874,-37.3159,81.1496,Multi-layered client-server neural-net,harness real-time e-markets,17.14,clear sky
6475,9,25,2,12.59,2022-09-04,9,Yost and Sons,Delphine,Chaim_McDermott@dana.io,(775)976-6794 x41206,conrad.com,Dayna Park,Suite 449,Bartholomebury,76495-3109,24.6463,-168.8889,Switchable contextually-based project,aggregate real-time technologies,22.09,clear sky
7232,6,31,1,47.4,2023-03-24,6,Considine-Lockman,Leopoldo_Corkery,Karley_Dach@jasper.info,1-477-935-8478 x6430,ola.org,Norberto Crossing,Apt. 950,South Christy,23505-1337,-71.4197,71.7478,Synchronised bottom-line interface,e-enable innovative applications,-6.22,overcast clouds
2266,10,43,5,39.12,2022-06-30,10,Hoeger LLC,Moriah.Stanton,Rey.Padberg@karina.biz,024-648-3804,ambrose.net,Kattie Turnpike,Suite 198,Lebsackbury,31428-2261,-38.2386,57.2232,Centralized empowering task-force,target end-to-end models,18.36,overcast clouds
1257,10,21,4,83.76,2023-02-09,10,Hoeger LLC,Moriah.Stanton,Rey.Padberg@karina.biz,024-648-3804,ambrose.net,Kattie Turnpike,Suite 198,Lebsackbury,31428-2261,-38.2386,57.2232,Centralized empowering task-force,target end-to-end models,18.36,overcast clouds
5720,2,36,6,35.57,2022-09-20,2,Deckow-Crist,Antonette,Shanna@melissa.tv,010-692-6593 x09125,anastasia.net,Victor Plains,Suite 879,Wisokyburgh,90566-7771,-43.9509,-34.4618,Proactive didactic contingency,synergize scalable supply-chains,14.71,overcast clouds
